month_number,Department,Monthly Quantity Seized (kg),Log Monthly Quantity Seized (kg),Percent Population in Urban Areas,HDI,GDI,Mean International Wealth Index,Infant Deaths per 1000 Live Births,Mean Years Schooling,Log Gross National Income Per Capita in 1000 USD,Life Expectancy,Population Density_x,Number of Corruption Cases,Percent of Total Corruption Cases for That Year,Number of Homicides that Year,Gini Coefficient,% Poorest Household (IWI under 30),Border_Department,Ocean_department,Current income (millions pesos),Tax income (millions pesos),Transfers from national entities (millions of pesos),Current expensives linked to institutional performance,Operating Expenses,Area km2,Rural population,Urban population,Total population,Distance to Bogota,Population Density_y,Urban to Rural Population Ratio,Percent Urban Population,Percent Rural Population,Historical Attacks on Population By FARC (1993-2008),Historical Attacks on Population by ELN (1993-2008),Historical Attacks on Population by AUC (1993-2008),Historical Antinarcotics Operations (1993-2008),Historical Dismantling Labs (1993-2008),Total acts of terrorism,Total acts against police,Total subversive actions,Total acts of extorsion,Hectares of coca,Hectores of coca erdaicted manually ,Presence of coca cultivation (dummy),Civilians hurt by mines,Civilians killed by mines,Public force members hurt by mines,Public force members killed by mines,Events of Abandoned property,Events of Acts of Terrorism,Events of Threats,Events of Confinement,Events of Sexual Crimes,Events of Forced Disappearances,Events of Displacement,Events of Homicide,Events of Personal Physical Injuries,Events of Personal Pyschological Injuries,Events of Mine Explosions,Events of Loss of Estate,Events of Kiddnapping,Events of Torture
51,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,133.1794768194768,0.0,0.0,2,0.07,0.0023,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
52,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,9.040005406135965,0.0,0.0,2,0.1,0.0166,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
53,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,10.629667397934105,0.0,0.0,2,0.13,0.0486,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
54,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,0.6142365258638456,0.0,0.0,2,0.16,0.1169999999999999,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
55,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,40.3516035898928,0.0,0.0,2,0.15,0.0582,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
56,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,51.17899060746226,0.0,0.0,2,0.09,0.0143,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
57,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,12.78849707422236,0.0,0.0,2,0.14,0.0474,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
58,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,70.54119503741572,0.0,0.0,2,0.09,0.0212,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
59,Vaupés,0.0,0.0,0.3379999999999999,0.636,0.92,39.8,45.7,6.415,8.179,70.7,213.71188648765343,0.0,0.0,2,0.06,0.0006,1,0,29370.0,18962.0,9158.0,15088.0,12174.0,108270.0,53894.0,34264.0,88158.0,587.8333333333334,0.8142421723469105,0.6357665046201804,0.3886658045781438,0.6113341954218562,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,2.0,194.0,78.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,4.0,0.0,276.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
60,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,0.6792399016508606,0.0,0.0,2,0.12,0.0273,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
61,Vaupés,0.011,0.010939940038334364,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,10.60315484272551,0.0,0.0,2,0.06,0.0023,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
62,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,4533.775534385516,0.0,0.0,2,0.16,0.0382,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
63,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,133.81229733229733,0.0,0.0,2,0.05,0.001,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
64,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,9.256048114610085,0.0,0.0,2,0.05,0.0002,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
65,Vaupés,0.059,0.0573250666192694,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,10.845266143696438,0.0,0.0,2,0.06,0.0009,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
66,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,0.6445756546753896,0.0,0.0,2,0.14,0.0616,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
67,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,41.52581634251696,0.0,0.0,2,0.08,0.0066,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
68,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,51.4735514342791,0.0,0.0,2,0.08,0.0039,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
69,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,13.096242685555897,0.0,0.0,2,0.24,0.241,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
70,Vaupés,0.0,0.0,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,71.01610650074379,0.0,0.0,2,0.16,0.0558,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
71,Vaupés,0.004,0.003992021269537453,0.29,0.638,0.919,37.6,50.4,6.525,8.173,70.86,215.147001019884,0.0,0.0,2,0.05,0.0,1,0,23998.0,13204.0,9548.0,16088.0,12656.0,108270.0,54194.0,34806.0,89000.0,587.8333333333334,0.8220190265078046,0.6422482193600768,0.3910786516853932,0.6089213483146068,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,0.0,210.0,127.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
72,Vaupés,0.002,0.001998002662673056,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,0.6994429223744292,0.0,0.0,3,0.13,0.0405,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
73,Vaupés,0.0,0.0,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,10.99215965787598,0.0,0.0,3,0.05,0.002,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
74,Vaupés,0.005,0.004987541511039074,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,4567.200246457178,0.0,0.0,3,0.06,0.0033,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
75,Vaupés,0.0,0.0,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,134.44511784511784,0.0,0.0,3,0.09,0.0076,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
76,Vaupés,0.19449999999999998,0.17772768778372716,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,9.4720908230842,0.0,0.0,3,0.06,0.0017,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
77,Vaupés,0.03,0.0295588022415444,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,11.060864889458772,0.0,0.0,3,0.08,0.0118999999999999,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
78,Vaupés,0.149,0.13889199886661863,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,0.6749147834869335,0.0,0.0,3,0.11,0.032,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
79,Vaupés,0.0,0.0,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,42.70002909514111,0.0,0.0,3,0.21,0.177,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
80,Vaupés,0.0,0.0,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,51.76811226109594,0.0,0.0,3,0.24,0.358,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
81,Vaupés,0.0,0.0,0.241,0.638,0.919,35.3,55.1,6.635,8.171,70.95,13.403988296889436,0.0,0.0,3,0.08,0.0102,1,0,31226.0,20682.0,9194.0,14904.0,13840.0,108270.0,57414.0,24180.0,81594.0,587.8333333333334,0.7536159600997506,0.4211516354896018,0.2963453195087874,0.7036546804912126,20.0,0.0,0.0,14.0,8.0,0.0,0.0,0.0,6.0,130.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0,0.0,220.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
0,Vichada,13.225,2.6550009800123946,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,0.5782247980330172,1.0,0.0192307692307692,30,0.13,0.17,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
1,Vichada,332.46,5.809522918132313,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,8.658130766973164,1.0,0.0192307692307692,30,0.1,0.0126,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
2,Vichada,9.4,2.341805806147327,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,4366.651974027205,1.0,0.0192307692307692,30,0.06,0.0003,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
3,Vichada,8.115,2.209921408130626,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,130.64819476819477,1.0,0.0192307692307692,30,0.08,0.0026,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
4,Vichada,17.666,2.926703687143555,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,8.175834572239491,1.0,0.0192307692307692,30,0.1,0.023,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
5,Vichada,2.5900000000000003,1.2781522025001877,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,9.767272414884763,1.0,0.0192307692307692,30,0.21,0.157,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
6,Vichada,874.537,6.774837412397732,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,0.49288001061767,1.0,0.0192307692307692,30,0.24,0.2269999999999999,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
7,Vichada,190.015,5.252351958994407,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,35.65475257939616,1.0,0.0192307692307692,30,0.26,0.206,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
8,Vichada,0.5,0.4054651081081644,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,50.00074730019489,1.0,0.0192307692307692,30,0.15,0.0784,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
9,Vichada,110.595,4.714876246076148,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,11.557514628888203,1.0,0.0192307692307692,30,0.12,0.0537,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
10,Vichada,101.80799999999999,4.63286317100484,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,68.64154918410343,1.0,0.0192307692307692,30,0.1,0.0292,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
11,Vichada,8.014,2.1987789242684563,0.705,0.697,0.982,69.6,19.2,6.571,9.114,75.37,207.9714283587312,1.0,0.0192307692307692,30,0.07,0.0040999999999999,1,0,9204.0,4092.0,4458.0,6050.0,6050.0,100242.0,38751.0,28166.0,66917.0,555.25,0.6675545180662796,0.7268457588191273,0.4209094848842596,0.5790905151157404,20.0,0.0,4.0,445.0,187.0,2.0,0.0,0.0,2.0,1242.0,888.08,1.0,2.0,0.0,0.0,0.0,0.0,24.0,133.0,0.0,1.0,0.0,697.0,45.0,2.0,0.0,2.0,25.0,4.0,3.0
12,Vichada,0.39,0.3293037471426004,0.8029999999999999,0.718,0.986,73.2,17.6,7.059,9.237,75.85,0.5984278187565859,1.0,0.0169491525423728,17,0.06,0.0527,1,0,12198.0,6534.0,5116.0,7165.0,7165.0,100242.0,39405.0,29170.0,68575.0,555.25,0.684094491330979,0.7402613881487121,0.4253736784542472,0.5746263215457528,20.0,0.0,4.0,445.0,187.0,0.0,0.0,0.0,0.0,713.0,1088.54,1.0,1.0,3.0,0.0,0.0,0.0,10.0,95.0,0.0,10.0,6.0,662.0,9.0,1.0,1.0,1.0,28.0,0.0,0.0
13,Vichada,59.51,4.10280864063423,0.8029999999999999,0.718,0.986,73.2,17.6,7.059,9.237,75.85,9.047135582123634,1.0,0.0169491525423728,17,0.09,0.0191,1,0,12198.0,6534.0,5116.0,7165.0,7165.0,100242.0,39405.0,29170.0,68575.0,555.25,0.684094491330979,0.7402613881487121,0.4253736784542472,0.5746263215457528,20.0,0.0,4.0,445.0,187.0,0.0,0.0,0.0,0.0,713.0,1088.54,1.0,1.0,3.0,0.0,0.0,0.0,10.0,95.0,0.0,10.0,6.0,662.0,9.0,1.0,1.0,1.0,28.0,0.0,0.0
